no,username,nickname,komentar,likes,create_time,sentiment_label,label_notes,confidence,needs_review
211,andiyan.elwin,Andiyan Elwin,oke siappp bu,5,1777412994,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
212,reyyhanrajinmengaji,່,"omong seng penting ❌
seng penting ngomong ✅",5,1777412337,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
213,ivan.setiavvan,Ivan 🤙🏻,Stresss,5,1777396884,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
214,fyanseptiand,Potterhead ⚯ ͛,[Sticker] Kamu kaget ga ?,5,1777393496,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
215,fliyx7777,fliyxbluu,"fungsi gerbong wanita di ujung itu kan biar aksesnya mudah dan lebih aman, bukan dipindah ke tengah yang malah jadi titik lalu lalang dan makin rawan karena aksesnya terbuka dan banyak yang lewat.",5,1777393492,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
216,danzzz2k,Zidaneee.,ini siapa sih dong 'o bgtttt,5,1777391571,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
217,aidillfkrri,aidil,statement yg ga jelas,5,1777391445,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
218,adv.uzuan,Uzuan F Marpaung SE SH MH,"cerdas banget mentrinya, solusinya di luar nurul, cocok menjabat menteri yg visioner",5,1777390747,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
219,zeethepoo7,Zeethepoo,[Sticker] Tekan love biar berhenti,4,1777388474,Netral,Komentar umum atau ambigu tanpa sentimen eksplisit,0.6,Ya
220,kangkasan77,Kang Kasan,bila takdir sudah tidak bisa dihindari tengah depan belakang gk akan ngaruh.jadikan pembelajaran supaya kita semua selalu iklas,5,1777387738,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
221,kuukissss123,Loveyu,Mood banget baca komen ya allahh😭😭🙏🏻,5,1777387481,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
222,rickyjoepanjaitan,rickyjoepanjaitan,"Gak ada solusi, gak nyambung, yg penting ngomong, begini La pejabat zaman now.
harusnya di evaluasi sistem keamanan nya Bu.",5,1777385194,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
223,metropolitan_depok,c@h SOLO ✅,bukan memberikan solusi tetapi memindahkan obyek... selama sinyal tidak baik kemungkinan terjadi kecelakaan masih ada. seharusnya Kereta transportasi paling aman,5,1777383511,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
224,mangodank,FANBIL,"ibu mentri y pya ide ga bagus sekelas mentri,
harus y yg di benahi sistem perkertaapian y
sprti palang pintu sinyal dll itu d bagusin",5,1777381826,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
225,iwankhan_99,Mr.wann🗿,"Sebenarnya sudah paling efektif gerbong wanita di depan/belakang, jika diletakan di tengah akan susah dan bingung karena PENANDANYA TIDAK ADA (tempat nunggu bagi penumpang wanitanya) dikarenakan jumlah rangkaian Kereta itu beda² ada yang 8-10-12 gerbong,untuk kasus kecelakaan kereta (KRL vs KA Argo bromo anggrek) bekasi timur, di sebabkan oleh perlintasan sebidang, jadi itu akar permasalahan nya",5,1777380376,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
226,kangendy_517,Kangendy517,"Evaluasi mah, 1. Ganti Dirut PT KAI 2. Kadishub Darat 3. Masinis 2 kereta 4 kepala Stasiun Bekssi Timur",5,1777375655,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
227,damdamstut,dhamssgroup,yang ditambahin itu ada setengah gerbong pengaman paling depan dan belakang tujuanya untuk menahan benturan yg ada didepan belakang meskipun bobot bertambah seenggaknya aman,5,1777366321,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
228,drneo27,Dr.Neo27,"Usulan lulusan SD, mau gerbang belakang apa kek, klo sistemnya salah ya itu dulu di bnerin",5,1777365821,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
229,fitria_sf01,Fitria 🥀,"ha gimana Bu? saya pemakai gerbong perempuan hampir tiap hari, bukan masalah posisinya, masalah sistem yang harus dibenerin
😅😅",5,1777360050,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
230,har.tono362,MawaR,A e AE AE AE AE.......heeeehhh...!!... GK ada masalah diujung atau depan..sama Saja itu...,5,1777356453,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
231,faridwaey,centaurus,tapi kami juga berhak hidup buu 🥲,6,1777425818,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
232,izkyy.49,Mrzkyy,terus apa beda nya buk? yang belakang pindah ke tengah? yang dibetulin itu sistem nya kok bisaa ya sekelas menteri atau petinggi kai mikirnya kyk gini?,5,1777382781,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
233,pphitaam1,𝙋𝙋 𝙃𝙄𝙏𝘼𝙈,[Sticker] sekelas menteri bisa muncul ide begitu,5,1777420882,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
234,bintoerong,͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏͏,"evaluasi sistem bu, bukan tukar posisi gerbong.",7,1777375813,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
235,wulannn.dary,Wuls🌼,apa ga sebaik nya gerbong depan dan belakang di kosongkan aja? dan semua di isi tengah tengah aja gt bisa ga sih ky gt?supaya aman semua nya😌,4,1777366862,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
236,muiyah1,muiyah,ini Mentri apa aku baru liat,3,1777361104,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
237,junasiapaya,JunaSiapa?,[Sticker] gini aja bu,3,1778246960,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
238,safira_8990,Ara Safira,iya bu setuju….,3,1777429878,Positif,"Dukungan, persetujuan, atau afirmasi literal",0.76,Tidak
239,aaastika__,aaaa_,girl support girl🫦💄💅,4,1777434994,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
240,10kalajengking,ci. i. o.,eh taunya yg tengah kereta nya di tubruk pesawat,4,1777423753,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
241,anggilenssa,ANGGI_lenssa,kocak lu bu,0,1778173251,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
242,creativecinema512,Creative Cinema🐧🇵🇸,"apabila aku jadi menteri aku akan memberikan solusi yang lebih masuk akal dan tidak ada korban jiwa Seperti: dibelakang kereta ditambahkan gerbong kosong dan parasut lalu didepan kereta tempat masinis di berikan bantalan spon otomatis yang akan aktif apabila terjadi kecelakaan dimana depan kereta itu diberikan sensor jarak antara benda yang akan mengaktifkan sistem keamanan bantalan spon aktif, rem otomatis aktif, dan terbukanya parasut bagian belakang yang akan membantu sistem pengeriman sehingga rem tidak tidak bekerja sendiri dan panas saat kecepatan tinggi, itu sih saran aku 🙏",3,1777429123,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
243,brzcvtn,Kingkhong,ganti apa gimana ini..,4,1777385766,Netral,Pertanyaan atau komentar belum menunjukkan polaritas jelas,0.65,Ya
244,ban11star,LOVE_YOURSELF,"kalau gua bilang mah
harus ad gerbong kosong didepan maupun dibelakang mengantisipasi
agar tidak jatuh korban",4,1777382661,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
245,dennyhartakusuma,dennyhartakusuma,"Ada yang ingin kukatakan tapi aku malu, tolong wakil kan teman teman 😌",3,1777390380,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
246,otakkiri4444,Oksigen,[Sticker] sini aja bng lakik pindah ke bulan aja sama gw sini ngopi free wifi btw,4,1777452281,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
247,famz_iii5,FamZ_iii,Mentri plenger,3,1777467403,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
248,arunikaaa9,tempe benguk,"klo ada fitur vn gw mau vn ketawa, sialan🤣",4,1777438271,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
249,ffayyy712,ffayyy,gerbongnya pindahin kedepan aja bu semua,4,1777427522,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
250,mahathirzidane,Hilmi_Damanhuri,wahh ... gak mau naik kereta saya dah depan kena belakang kena,4,1777402992,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
251,jikael6,jikael,ko bisa jadi mentri sih dia,3,1777421775,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
252,roh_jahat_misterius,ROH_JAHAT_MISTERIUS,kami para kaum Lanang juga pengen panjang umur buk,4,1777393079,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
253,2ndamygdala,2ndamygdala,daripada kek gitu mending tambah dan adain gerbong kosong buat safety kalo ada kejadian kek gini lg :),4,1777387063,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
254,immaluckygirl,zahra,"Ngomong yg penting ❎
Yang penting ngomong ✅",3,1777394384,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
255,ariseleana,elshanumshop07,"siapa yang setuju dengan usul saya ?2 gerbong paling belakang di tutup atau ditambah satu atau dua gerbong dibelakang ,, antisipasi jika terjadi peristiwa ini tidak memakan korban jiwa.",3,1777539825,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
256,virgo_boy__,BabyyBlackk_,"meskipun kami sering kebentur masalah ekonomi,bukan berarti kami kuat kebentur besi bu",4,1777476592,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
257,honorofkings_creation,Panzz,"meskipun kami tidak pernah merayakan ulang tahun, kami juga ingin umur panjang Bu, saran aja setiap gerbong di kasih bubble wrap🙏",4,1777463415,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
258,bismistylee,𝐁𝐑𝐈'𝐙𝐙𝐳★,"[Sticker] meski kami jarang merayakan ulang tahun, kami juga ingin panjang umur.",4,1777459966,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
259,iniakudimas_,ディマス,[Sticker] bukannya cari solusi malah ubah formasi,4,1777448281,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
260,blikadek4_,ameame🛒,"Semuanya aja ditengah bu, belakang sama depan taro bubblewrap",3,1777473151,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
261,inkyy_67,inkyy_67,sekelas menteri lho ini?,4,1777442564,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
262,miniworldid,miniworld.id,meskipun ulang tahun tidak dirayakan tapi kami berhak hidup,4,1777439526,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
263,all_anam,annn,meskipun ulang tahun tidak dirayakan tapi kami berhak hidup...,4,1777438053,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
264,singgiariyono48,Operator Kapal_48,"Mohon ijin ibu yg lebih baik harusnya gerbong depan dan belakang di kosongin jadi mencegah kemungkinan korban jika terjadi kecelakaan serupa & memperbaiki lagi sistem keselamatan khusus untuk Komunikasi antar Stasion - Kerata A - Kereta B - Kereta C,Pos Palang pintu tiap titik,dll. Semoga ada Solusi untuk Selanjutnya.🙏🏻",4,1777432451,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
265,michat18april2018,PT Michat           🦟,Makasih bu saya lagi CO gamis ss,4,1777426131,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
266,z.k_zum,-45%,walaupun kami jarang merayakan ulang tahun tapi kami juga pengen panjang umur buu🙏,4,1777425373,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
267,galihh4ja,galih,[Sticker] walaupun kami jarang merayakan ulang tahun tapi kami juga pengen panjang umur buu,3,1777454588,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
268,mvpkiwszz,ikiwwwww,"semuanya aja ditengah bu, belakang sama depan taro bubblewrap",3,1777454297,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
269,garudapic,King MU,[Sticker] man feeling now:,4,1777420207,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
270,youu_and_mee11,Yohohohohoo,[Sticker] sekelas menteri solusinya begini😳,3,1777442634,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
271,__matchaa02,.,yg belakang diisi buble wrap,3,1777437783,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
272,ka3ther,Aether,kami jg manusia bu bukan super hero🗿,4,1777407730,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
273,trxzvyn,76_💤,"gausah bu, saya ke cangar aja",3,1777437113,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
274,zuf6732,zuF,di tanya solusi malah numbalin,4,1777401620,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
275,ridwan.muhammad_23,Muhammad.Ridwan_23,komen terbuka di persilahkan,3,1777423806,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
276,20ano_,Ano,yaudah deh gw cek out wig dulu,3,1777420380,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
277,ragil_80,ragil_80,"Harusnya yg di perbaiki sistemnya bukan penempatan tempat duduk penumpang,kayaknya ibunya masih ngantuk",3,1777417472,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
278,dikss_gaviuwuw,ann,[Sticker] Mending gw aja dah yang evaluasi,4,1777382813,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
279,verapus14,Verapus14,"itu bukan solusi tapi nambah masalah. diperbaiki sistemnya dengan yg lebih mutakhir. bisa memperkirakan dr jarak jauh ada gangguan di depan ga, kalaupun g ada sistem tersebut bisa memakai mitigasi risiko lainnya yaitu kasih tanda apa gtu yg bs terlihat. Minimal jgn sampai ada korban lagi. Sistem paling utama, kedua saling menghargai sesama pengguna jalan raya. 🙏",4,1777379974,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
280,andwgarfiesugar,sayaisayaI,"bahasanya tidak baku, jawabannya tidak solutif",4,1777378155,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
281,birnadian,Aal,"atau gini aja biar meminimalisir kejadian itu ada 2 cara :
1 gerbong belakang kereta jangan di gunakan untuk gerbong penumpang jadikan gerbong barang, seperti kargo, koper/tas, sepeda supaya saat ada kejadian seperti itu lagi tidak ada korban jiwa, dan hanya mengganti rugi berang yang rusak, dan atau untuk cafe pintar pakai mesin nanti pas amit"" ada kejadian itu lagi ga makan korban hanya merusak mesin saja
2 buat jalur lagi, cara kerjanya di sebuah perlintasan itu di kasih sensor guncangan sepanjang perlintasan tersebut dan bila ada kereta yang berhenti itu ada wesel yang pindah jalur kereta secara otomatis dan kalau sistem itu error nanti di kasih lampu di atas rel seperti lampu Hazard, nanti biar masinis bisa lihat bahwa ada kereta berhenti di situ, rel di perlintasan itu di ganti pakai sensor guncangan kalau guncangan nya berhenti nanti wesel pindah jalur dan lampu Hazard di dekat wesel hidup ( jika tidak bergerak), wesel dan lampu berjarak 30 meter dan dengan rel sensor guncangan jarak 100meter lalu bila ada kereta lewat dan ada mobil mogok kereta rem mendadak dan belakang ada kereta kereta akan berpindah jalur bila tidak berfungsi akan ada lampu peringatan kurangi kecepatan lalu saat sampai di dekat kereta tidak menyentuh kereta yang berhenti di depan🙏",3,1777400996,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
282,jstrend__,Ren s kennedy,lcd nya kena itu,4,1777444263,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
283,citasetiawan,i putu gede cita setiawan,ok Bu aman ita dah beli ini,4,1777437484,Netral,Komentar umum atau ambigu tanpa sentimen eksplisit,0.6,Ya
284,ariodimas__,ariodimas__,"simpan saja ide baik mu itu,mentri loh",3,1777385852,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
285,alvarofatih15,Alvaro,[Sticker] mending ini ae,2,1778421881,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
286,mikha_lucu8,AHKIM,[Sticker] 😭gue juga shock dengarnya,2,1778336060,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
287,qwhaff09,adizzx¤××¤,[Sticker] [Stiker],1,1778378773,Netral,Komentar terlalu singkat/ambigu untuk polaritas kuat,0.7,Ya
288,_marlongthebest,ikyyyyyyy,"ngomong yang penting❌
yang penting ngomong ✅
🗿",2,1778219138,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
289,only_mlka,miikaaa,buset di kira Spiderman apa kita juga mau hidup Bu 🥲,3,1778046433,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
290,glxxyy_10,ቻ,[Sticker] mending gini aja bu,4,1777684726,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
291,fian_neee,fian✌🏻,[Sticker] ini aja paling depan,4,1777683862,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
292,yayan67672,yayan6767,"Gini doang tawarn solusi dari pejabat?? Mahal banget, Over price…",4,1777561328,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
293,sau_storee56,2️⃣0️⃣1️⃣3️⃣😌🙏,[Sticker] suami Bu Mentri,4,1777555135,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
294,iyunrentcarmakssr,Iyun rent car,buk meskipun kami sering terbentur masalah ekonomi bukan berati kami kuat menahan benturan besi.,4,1777545760,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
295,ega.keteng,Ega Keteng,ibu di paling depan krl pas.,1,1778026717,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
296,sanusi.pratama,Reyhan Haseo_15,"kita emang paling suka di jepit,tapi bukan dijepit kereta juga bu😭",4,1777534270,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
297,bilal.arrasyad,LumintuJayaToko,"dulu jadi menterinya Jalur apa yaaaa.....
maaaf bertanya sambil Emosi",4,1777532614,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
298,bonkqy,Barbeskai,"Sekelas Menteri loh... seperti ga percaya Takdir... mau di depan, di belakang, di tengah.. kalau sudah rencana Allah itu pasti",4,1777526662,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
299,ardha.youarethebrand,ardha | You Are The Brand,Aku malu dengarnya 😩,4,1777525580,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
300,maxxmilliano_rydrig,RodrigoBRR🇹🇭,gimana kalo gerbong depan belakang khusus menteri,4,1777516488,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
301,fikri.yusuf15,Fixxy,walaupun kami jarang merayakan ulang tahun tapi kami juga pengen panjang umur buu🗿,4,1777475871,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
302,zamzxz32,zam stecu abis😈,bukan nya kasih solusi malah ganti formasi.,4,1777474244,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
303,zarr3592,Zarr🚀,gimana kalo rel keretanya di ubah ke rumah ibu aja gimana,4,1777470107,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
304,bang_yossh,bang_yossh,[Sticker] ibu yg terhormat meskipun kami sering terbentur masalah ekonomi bukan berati kami kuat menahan benturan besi.,4,1777467069,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
305,rijakeknya,😽,[Sticker] laki juga berhak hidup bu,4,1777466696,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
306,kyyp__,KyY🔹,[Sticker] mksd ibu ini ya allh😭,4,1777466483,Negatif,Humor/sarkasme yang cenderung mengkritik isi pernyataan,0.68,Ya
307,fursiaok,Anomali_spedometer⚡,"ini usul dari saya ya buk, gimana kalo rute kereta di ubah aja kearah rumah ibu",4,1777463895,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
308,berusaha.ikhlas,berusaha ikhlas,"gpp Bu kami di taruh dibelakang... Kami ikhlas
di rumah kami jadi tulang punggung
kelurga
bahkan saat naek KRL kami pun jadi tulang punggung kereta",4,1777463326,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
309,aziioo05,أزيو,se gak berharga kah itu kami😞😔,4,1777456083,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
310,zxzxz468,enz!,bukan memikirkan solusi tapi malah mengganti formasi.,4,1777455994,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
311,gxvzxd,~アブドゥルズ~,"kami laki² jarang ngerayain ulang tahun, tapi tolong lah kami juga ingin selalu panjang unur",4,1777453203,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
312,bunnnngggg,bung,"[Sticker] di suruh cari solusi
malah ganti formasi",4,1777452410,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
313,zam.tiktok,Itzzmeツ,[Sticker] siap laksanakan bu,4,1777451298,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
314,96ehott,Terserah.😪,Ga Kuaadddd baca komennyaaaa🤣🤣🤣🤣😭😭🥲🫂,4,1777450984,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
315,saylendra.5791,SYAILENDRA,harusnya gerbong depan iru untuk para pejabat... untuk melindungi rakyatnya..🥺🥺😭😭😭,4,1777450110,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
316,mr.four007,Mr.Four💲,[Sticker] kami setuju klo gerbong paling belakang dan paling depan khusus menteri dan pejabat.,4,1777446190,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
317,cint4_terlarang,cint4_terlarang,ditanya solusi malah numbalin😳,4,1777445058,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
318,karinnn_crtt,Karinxxx💦,"Mantap nihh formasi beliau, cocok untuk jdi coach RRQ 👍",4,1777439157,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
319,ikhsan5727,Ikhsan,"meski kami jarang merayakan ulang tahun,kami juga ingin panjang umur",4,1777438579,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
320,zenn_djk,Zenndjk,"ngomong yang penting ❌
yang penting ngomong ✅",4,1777435613,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
321,gamigh1234,liuoy||Sky💦,[Sticker] bikin tambah sakit kepala😭,4,1777434806,Negatif,Humor/sarkasme yang cenderung mengkritik isi pernyataan,0.68,Ya
322,tertolongdoaibu,Beruang Grizzly,yg beliau maksud,4,1777434450,Netral,Komentar umum atau ambigu tanpa sentimen eksplisit,0.6,Ya
323,deanalghifari,rata kanan,Gerbong paling depan dan belakang khusus bowtie titik!!!,4,1777432835,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
324,pipito0980,PIPITO,Bukan solusi yang tepat bu....coba evalusi sistem keselamatan KAI baik dari sinyal kereta dan pembuatan palang pintu juga di tempatkan penjaga dipintu palang tersebut...,4,1777432232,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
325,kere.hore.hehe,KereHore,"harusnya --> ""akan kami buat system deteksi berbasis gps yang memberikan signal pada masinis dan petugas terkait, dan system ini terintegrasi dengan pengereman otomatis, sehingga tabrakan antar kereta api kedepannya adalah 0 kejadian"". mungkin jawaban ini sedikit lebih berbobot",2,1777971151,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
326,byters,byter,"Bagus banget kualitas menteri kita, idenya sangat brilian",4,1777430611,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
327,rsndy__,kopiarenn,Sepakat.,4,1777430449,Positif,"Dukungan, persetujuan, atau afirmasi literal",0.76,Tidak
